	SW48_000085	SW48_000086	SW48_000087	SW48_000088	SW48_000089	SW48_000090	SW48_000091	SW48_000092	SW48_000093	SW48_000094	SW48_000095	SW48_000096	SW48_000098	SW48_000099	SW48_000100	PP48_000085-4	PP48_000086-4	PP48_000087-4	PP48_000088-4	PP48_000089-4	PP48_000090-4	PP48_000091-4	PP48_000092-4	PP48_000093-4	PP48_000094-4	PP48_000095-4	PP48_000096-4	PP48_000097-4	PP48_000098-4	PP48_000099-4	PP48_000100-4	PP48_000101-4
erpe_2018_pw_18hr_WHONDRS-PP48-000091_A_NODE_23_length_37242_cov_2.161956__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.8999101	0	115.8055358	27.24078086	0	0	0	0	0	49.04126537	0	55.71615187	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_A_NODE_48_length_28982_cov_1.315370__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.02834324	0	0	0	0	0	0	0	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_A_NODE_25_length_36744_cov_1.720294__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.76362681	0	0	0	0	0	0	0	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_A_NODE_60_length_26317_cov_1.482474__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.75148161	9.89472531	0	43.07709562	15.82720292	0	0	0	0	0	0	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_A_NODE_62_length_25864_cov_2.035163__full-cat_1	0	0	0	0	0	0	7.958191986	3.745249046	0	0	0	0	10.69486691	5.197916495	2.884951556	0	0	0	63.35972037	0	0	74.921088	0	0	0	0	0	0	0	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_A_NODE_276_length_14508_cov_1.668451__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.93398747	20.85929763	43.8807564	28.43007817	9.988628868	37.51498138	16.35588082	9.823483281	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_A_NODE_292_length_14223_cov_3.725028__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.4488254	0	0	0	0	0	0	0	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_A_NODE_305_length_13958_cov_1.226737__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.53367257	0	0	0	0	0	0	0	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_A_NODE_362_length_13072_cov_2.498957__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.326007218	0	0	33.90829142	11.07668908	0	49.08157723	11.89148638	0	0	0	0	0	10.81344671	7.521718581	20.50103173	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_A_NODE_393_length_12744_cov_4.469922__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.1594601	0	0	0	0	0	0	0	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_A_NODE_406_length_12609_cov_1.442477__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.960474462	0	26.10937511	0	0	0	0	0	11.70932377	11.54957337	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_A_NODE_414_length_12520_cov_1.606713__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.382360294	0	0	20.53770404	4.778510687	0	27.66109507	7.337300109	0	0	0	0	0	7.158197119	0	11.43930654	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_A_NODE_525_length_11488_cov_8.028695__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.65365309	52.70626119	107.8919838	150.5696777	36.59022141	211.7741031	130.2770112	74.3007057	302.8897339	480.0537158	356.3290461	602.4671541	149.619137	69.01821974	58.9587018	129.7351942	288.5381867
erpe_2018_pw_18hr_WHONDRS-PP48-000091_A_NODE_574_length_11065_cov_1.303438__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.799169274	0	20.34102479	9.108372549	0	0	0	0	0	15.33174135	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_A_NODE_614_length_10760_cov_1.366501__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.756349559	0	0	18.55018429	4.761625491	0	22.19634214	0	0	0	0	0	0	6.320535754	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_A_NODE_743_length_10091_cov_4.566941__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.38438737	0	0	0	0	0	0	0	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_29400__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.933779814	0	0	0	0	20.45380859	12.00896323	8.321229242	22.10915034	18.36109215	15.8323165	0	11.19820249	0	0	0	26.677225
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_88500__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.292523104	28.8039442	0	0	5.538344542	24.60245844	21.62288042	8.124443416	30.71652948	0	8.49373203	0	0	0	8.44746856	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_56538__full-cat_2	15.84636702	14.82808647	18.26836157	14.09821803	16.95725096	13.58496455	17.51636101	21.37478422	17.43919484	28.58180921	14.97764066	13.83409482	16.73502473	14.26852702	18.00898059	6.029743908	0	0	0	0	0	10.38977717	0	0	0	0	0	0	0	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_93254__full-cat_1	4.744769568	5.837088005	3.774927563	2.929209456	4.259694051	5.037799586	3.976490167	3.369143867	4.421941377	4.687888024	3.929285243	3.416676799	3.418769198	3.469754766	3.73066705	0	0	0	0	4.035562029	0	18.92423699	8.208780199	0	0	0	0	0	8.021242162	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_207953__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.80896243	0	0	123.34668	28.50221216	0	144.1412918	47.90329267	0	0	0	0	0	35.35946307	0	67.42461857	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_351128__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.64528207	0	0	157.1345156	36.97858094	0	218.0503885	53.66630616	0	0	0	0	0	56.09792778	0	100.1275773	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_447689__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.426995	22.03518179	0	119.9547001	30.89537479	0	0	0	0	0	31.04423786	0	54.77409133	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_637892__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.92344974	0	0	0	0	0	0	13.60565126	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_786880__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.70536584	0	0	0	0	0	0	0	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_880835__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.334378247	0	0	0	0	0	18.6881057	0	0	0	0	0	0	0	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_926198__full-cat_1	10.02135219	10.70917356	11.74231255	9.03359252	9.36521252	10.43759675	8.093694928	10.70161457	9.720421429	30.96362665	11.95893416	10.08264277	8.77118628	11.06739843	19.33796208	0	0	0	0	0	0	23.78179515	13.52199752	0	0	0	0	0	11.72725911	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_1044597__full_1-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.90249524	0	0	0	0	0	0	0	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_1071811__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.98317294	0	0	32.61985236	0	0	0	0	0	0	0	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_1144703__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.49915228	0	0	0	0	0	0	0	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_1355830__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.418335	0	0	16.49545792	0	0	0	0	0	0	0	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_1391797__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0859379	0	0	0	0	0	0	0	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_1474021__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.69342714	0	0	46.2142686	0	0	0	0	0	0	0	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_1587527__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.18338356	7.294405007	0	56.36791447	0	0	0	0	0	0	0	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_1992747__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.73607083	0	0	0	0	0	0	8.60506675	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_2081641__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.3267927	0	0	0	0	0	0	8.351229972	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_2154640__full-cat_1	21.688001	28.11452267	19.89272434	14.0311369	20.78893748	16.92338663	14.83236044	16.45697197	21.76301621	21.23436532	16.11448442	15.62612703	14.73160605	17.05776214	18.94256263	0	0	0	48.06184112	19.55305787	0	84.40007301	35.11221393	0	0	0	0	37.54418097	39.75083932	0	36.06746063	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_2242736__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.57458465	19.63748385	0	96.40903624	0	0	0	0	0	0	0	0	43.69366499	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_2245034__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.58375757	0	0	0	0	0	0	0	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_2271587__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.59954516	17.57748984	0	83.69167912	28.89940426	0	0	0	0	0	25.33291037	0	42.07870407	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_2393019__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	5.032263686	0	0	0	0	102.2066972	0	0	116.3789976	0	0	0	0	0	0	0	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_2441236__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.66636394	0	0	0	0	0	0	7.716638029	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_2625442__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.49836503	0	0	0	0	0	0	0	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_2852339__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.22517113	0	0	17.10265269	0	0	0	0	0	0	6.599756209	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_2942592__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.212553026	0	0	67.03362051	16.42929646	48.72251574	71.64898285	27.2126686	26.32845384	0	21.743954	54.27948868	0	20.38309322	0	34.72165986	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_3018306__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.23709123	17.54371945	0	91.34907983	28.22471	0	0	0	0	0	26.39902484	0	47.86564738	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_3257115__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.622270529	0	0	0	0	0	20.88075348	0	0	0	0	0	0	0	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_3384177__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.60606536	0	0	71.17672025	0	0	0	0	0	0	16.04248432	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_3436931__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.64676623	0	0	21.08315173	0	0	0	0	0	0	0	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_3588425__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.58690657	0	0	0	0	0	0	0	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_3776772__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.4172483	0	21.22565042	18.11464397	0	0	0	0	0	0	6.574372531	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_4048238__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160.3265928	40.3387351	0	193.9649959	64.2927408	0	0	0	0	0	56.91020547	0	94.56493409	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_4116402__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.92294507	7.142438236	0	31.06813239	9.361382898	0	0	0	0	0	9.518879148	0	15.5664289	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_4157865__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.19252347	0	146.67127	38.54190977	0	0	0	0	64.95886757	73.48574702	0	75.40970314	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_4190763__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.75781259	0	0	0	0	0	0	0	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_4268697__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.20943077	0	0	30.35973849	0	0	0	0	0	0	10.9403651	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_4418614__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.42660213	20.70799813	0	25.29570585	8.22309083	0	38.89419832	11.07623082	0	0	12.87649776	0	0	0	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_4740059__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116.0591076	31.01810648	0	138.9126701	46.16033249	0	0	0	0	0	39.21778209	0	67.73863875	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_B_k121_4784414__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.09514302	0	0	0	0	0	0	0	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_F_scaffold_13__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246.4873435	0	0	0	0	0	0	0	0	0	0
erpe_2018_pw_18hr_WHONDRS-PP48-000091_F_scaffold_56__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.2821389	5.825392888	0	57.58230401	0	0	0	0	0	0	0	0	0	0
erpe_2018_pw_21hr_WHONDRS-PP48-000092_A_NODE_28_length_23510_cov_1.816106__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.73080196	50.34905937	42.36180714	40.86823738	40.19233997	0	23.69744096	0	0	0	0
erpe_2018_pw_21hr_WHONDRS-PP48-000092_A_NODE_90_length_14304_cov_2.589194__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.38674912	30.05200696	61.20802944	43.38548388	16.95348913	59.20332999	27.73994559	13.98640643	9.633585721	20.85991193	45.20617626
erpe_2018_pw_21hr_WHONDRS-PP48-000092_B_k121_100773__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.717486582	17.34845588	16.52941257	21.01952701	3.461465339	34.44344182	20.50969001	14.19669178	70.94055618	70.03868217	24.15617389	72.45080779	12.49923847	12.7679899	8.794624803	14.75894844	88.96129006
erpe_2018_pw_21hr_WHONDRS-PP48-000092_B_k121_254515__full-cat_1	16.95985059	16.36973672	20.91081086	18.59265391	17.13049211	18.97470623	15.45254698	19.19084574	19.17918952	20.08133003	21.52828895	20.04712958	13.67507679	21.66470105	34.42904116	0	21.75441292	0	19.69451384	0	0	22.36500736	22.26491068	33.4731411	0	61.69846947	30.71539101	14.40432686	14.87483515	0	13.54772775	29.46772971
erpe_2018_pw_21hr_WHONDRS-PP48-000092_B_k121_270110__full-cat_1	186.1927351	191.6471334	173.8010967	162.7164672	174.8614599	183.7741023	178.6397817	164.6266095	166.261071	170.5566442	154.0312927	161.2041284	129.933164	170.7208887	220.0105061	14.21867993	31.72289075	41.11315707	24.69342714	5.690311313	0	29.24654808	28.42149582	26.89102764	27.31952825	37.30447108	42.90775995	23.65097539	15.40789238	0	0	0
erpe_2018_pw_21hr_WHONDRS-PP48-000092_B_k121_557652__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.5793969	38.62624655	42.30554976	34.72319444	33.94095319	0	0	0	0	0	0
erpe_2018_pw_24hr_WHONDRS-PP48-000093_A_NODE_11_length_44059_cov_10.081444__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.79175748	114.9404045	268.2573392	359.3194789	83.95319837	486.9357167	318.7772542	176.0108658	691.8532592	1116.546898	807.6180164	1391.336872	356.8555815	166.4407749	138.6599891	280.9134807	584.6665462
erpe_2018_pw_24hr_WHONDRS-PP48-000093_A_NODE_17_length_36753_cov_6.317261__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.27534794	86.2533249	262.2744075	453.0571975	546.4279319	2511.101462	1709.414534	3958.651176	1955.178276	607.0760365	286.2592514	655.584415	706.4441717
erpe_2018_pw_24hr_WHONDRS-PP48-000093_A_NODE_93_length_14732_cov_2.946594__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.47819777	28.11226095	67.84640028	40.0538341	16.78361449	54.16225437	26.81063418	14.49407998	9.749304469	18.97579085	46.43399833
erpe_2018_pw_24hr_WHONDRS-PP48-000093_A_NODE_179_length_11574_cov_1.545995__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.11240316	11.27301664	47.93128776	35.83374437	23.85039954	34.81859209	12.82449746	7.031278731	0	10.63182608	34.2673978
erpe_2018_pw_24hr_WHONDRS-PP48-000093_A_NODE_188_length_11426_cov_4.194885__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.13197748	81.12468415	100.8594701	58.7221743	13.11979789	134.2039988	51.44289023	17.73883666	79.71670746	50.64107675	47.15720023	60.14120453	19.00441834	13.91025539	0	0	48.44316172
erpe_2018_pw_24hr_WHONDRS-PP48-000093_A_NODE_243_length_10277_cov_5.371330__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.77084749	26.16036997	54.75743581	83.89742441	18.69191283	115.0044332	66.42036122	39.07604273	156.0579721	251.5765772	178.7420968	308.6779562	76.15707006	32.89724633	30.00008526	63.02833605	126.9121541
erpe_2018_pw_24hr_WHONDRS-PP48-000093_B_k121_110557__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.02105256	137.7412322	122.5580808	82.39172764	36.16809149	183.3124355	97.01623101	74.91917544	265.1972893	118.5326957	243.8720341	247.4816428	45.16453453	45.18294635	0	0	0
erpe_2018_pw_24hr_WHONDRS-PP48-000093_B_k121_116839__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.96547971	10.37342429	31.05407376	24.43209843	16.00219115	30.0119851	11.75578934	8.731985138	7.029913905	9.958925697	24.22158086
erpe_2018_pw_24hr_WHONDRS-PP48-000093_B_k121_160221__full-cat_2	28.30242583	37.10552113	38.17824467	33.86479176	37.25703697	37.87902403	39.87434636	39.87347001	44.31099244	35.7188452	30.17602768	35.02339878	32.02479718	28.25051945	22.23023585	62.37666111	43.45375139	41.11315707	28.96960599	0	37.62728939	20.57715609	8.939698983	36.62355438	45.53254708	17.29323841	35.99093526	0	7.970474806	0	0	31.81175366
erpe_2018_pw_24hr_WHONDRS-PP48-000093_B_k121_242410__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.38450831	9.867403595	70.71552666	151.4049736	100.6337371	154.7492982	30.66727653	15.91556594	14.81199967	28.08237606	76.90630973
erpe_2018_pw_24hr_WHONDRS-PP48-000093_B_k121_255710__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.951247618	9.473831941	32.9105673	19.10145877	12.84252283	31.65326554	0	6.295152076	0	0	0
erpe_2018_pw_24hr_WHONDRS-PP48-000093_B_k121_406947__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.72974039	57.77311179	0	0	8.662105946	55.37965156	38.21953746	16.24888683	62.55820656	0	17.6329877	0	0	11.37188762	16.51885119	0	0
erpe_2018_pw_27hr_WHONDRS-PP48-000094_A_NODE_200_length_10252_cov_1.275062__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.20089729	0	0	0	0	0	0	0
erpe_2018_pw_27hr_WHONDRS-PP48-000094_B_k121_600546__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	591.5529287	0	0	0	0	0	0	0
erpe_2018_pw_27hr_WHONDRS-PP48-000094_B_k121_14922__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.7878747	89.27570468	244.0342364	186.2245774	34.37826063	185.627961	183.5414857	163.8382568	438.6387918	294.2957311	119.0481481	241.5026926	73.46206697	49.75200835	31.93837428	56.92737256	217.2128864
erpe_2018_pw_27hr_WHONDRS-PP48-000094_B_k121_608129__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.27400545	0	27.59334555	12.8522893	0	28.01617524	32.94631455	26.53441886	55.21736322	0	6.599756209	0	0	27.68180669
erpe_2018_pw_27hr_WHONDRS-PP48-000094_B_k121_880602__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.00115878	0	0	0	0	0	0	0
erpe_2018_pw_27hr_WHONDRS-PP48-000094_F_scaffold_51__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.10597378	61.84862206	163.0100614	157.5561107	25.1589432	133.7215977	137.7994797	122.2039984	314.309982	262.0157465	129.036777	238.9235377	93.48872785	52.0873067	35.2074289	67.20031844	225.24954
erpe_2018_pw_30hr_WHONDRS-PP48-000095_A_NODE_2_length_153177_cov_21.089467__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341.0563902	600.807318	1388.290335	1798.223547	423.4300795	2654.267585	1594.021203	929.2507858	3942.067131	6477.689661	4620.895999	7827.852568	1913.219866	891.7539822	762.991561	1528.515654	3546.731483
erpe_2018_pw_30hr_WHONDRS-PP48-000095_A_NODE_82_length_23397_cov_3.268586__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.17981695	34.64183729	72.12834574	79.50078982	13.01848671	74.00033579	76.13547754	70.36498917	181.7113374	189.7559645	95.53749788	182.5338313	57.47791071	41.65461515	22.33371825	39.25252245	149.4594321
erpe_2018_pw_30hr_WHONDRS-PP48-000095_A_NODE_44_length_33941_cov_2.739487__full_1-cat_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.80248933	0	37.24136847	21.85901172	0	38.87384958	51.23337004	45.90012789	83.82253652	13.61441216	9.315809726	0	0	40.9646091
erpe_2018_pw_30hr_WHONDRS-PP48-000095_A_NODE_133_length_17819_cov_1.561384__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.90524296	29.5718847	0	36.95192778	37.14008009	29.18052687	77.97272868	72.48189201	38.69744313	46.30755514	25.32373592	10.17885477	0	0	64.18160826
erpe_2018_pw_30hr_WHONDRS-PP48-000095_A_NODE_134_length_17779_cov_1.383979__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.17349534	47.08731698	35.77559931	57.44481524	0	11.1688182	0	0	50.34070492
erpe_2018_pw_30hr_WHONDRS-PP48-000095_A_NODE_150_length_16949_cov_1.306325__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.39924493	34.97228407	0	0	0	46.11754955	20.07116045	9.586280985	38.14250364	0	31.63065808	41.1492452	0	10.17885477	0	0	0
erpe_2018_pw_30hr_WHONDRS-PP48-000095_A_NODE_230_length_13953_cov_1.283090__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.021372879	0	19.53476031	0	0	0	12.81855625	0	17.32727304	21.17448531	16.34194043	0	0	0	0	0	0
erpe_2018_pw_30hr_WHONDRS-PP48-000095_A_NODE_398_length_10683_cov_1.653846__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.32727304	27.39356491	25.71902059	46.19032082	10.40828779	10.22962212	7.232421713	15.74586901	42.63891192
erpe_2018_pw_30hr_WHONDRS-PP48-000095_A_NODE_401_length_10658_cov_1.962302__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.16083077	47.03359149	69.18310496	28.30709941	5.7578521	80.56099138	28.03215854	11.44169021	50.12532558	30.1329214	29.18446326	40.21137067	15.10131041	7.995858484	0	0	30.24907103
erpe_2018_pw_30hr_WHONDRS-PP48-000095_A_NODE_406_length_10590_cov_2.817070__full-cat_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.24904494	0	28.46166761	15.24733533	0	24.41570292	28.65218816	31.35885866	52.63820825	0	6.092082655	0	0	26.34236444
erpe_2018_pw_30hr_WHONDRS-PP48-000095_B_k121_25776__full-cat_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.67745016	27.24549158	20.45290673	39.0390275	0	6.472837821	0	0	32.81633536
